Rank,Release Group,Worldwide,Domestic,%,Foreign,%
100,Monster Trucks,"$64,493,915","$33,370,166",51.7%,"$31,123,749",48.3%
101,Fences,"$64,414,761","$57,682,904",89.5%,"$6,731,857",10.5%
102,"Hail, Caesar!","$63,647,656","$30,498,085",47.9%,"$33,149,571",52.1%
103,The Nice Guys,"$62,788,218","$36,261,763",57.8%,"$26,526,455",42.2%
104,Huo guo ying xiong,"$58,106,427","$779,818",1.3%,"$57,326,609",98.7%
105,L.O.R.D: Legend of Ravaging Dynasties,"$58,089,494","$350,456",0.6%,"$57,739,038",99.4%
106,Nine Lives,"$57,814,445","$19,700,032",34.1%,"$38,114,413",65.9%
107,Zoolander 2,"$56,722,693","$28,848,693",50.9%,"$27,874,000",49.1%
108,Barbershop: The Next Cut,"$55,030,051","$54,030,051",98.2%,"$1,000,000",1.8%
109,The Age of Shadows,"$54,491,162","$541,719",1%,"$53,949,443",99%
110,Teo-neol,"$52,444,295","$568,876",1.1%,"$51,875,419",98.9%
111,Patriots Day,"$52,185,751","$31,886,361",61.1%,"$20,299,390",38.9%
112,The Finest Hours,"$52,099,090","$27,569,558",52.9%,"$24,529,532",47.1%
113,Master,"$51,636,415","$597,251",1.2%,"$51,039,164",98.8%
114,The Wailing,"$49,851,770","$786,633",1.6%,"$49,065,137",98.4%
115,Zhi qing chun 2: Yuan lai ni hai zai zhe li,"$48,980,792","$96,421",0.2%,"$48,884,371",99.8%
116,Luck-Key,"$48,913,975","$466,505",1%,"$48,447,470",99%
117,Florence Foster Jenkins,"$48,902,953","$27,383,770",56%,"$21,519,183",44%
118,Mother's Day,"$48,782,670","$32,492,859",66.6%,"$16,289,811",33.4%
119,A Monster Calls,"$47,309,313","$3,740,823",7.9%,"$43,568,490",92.1%
120,Risen,"$46,432,579","$36,880,033",79.4%,"$9,552,546",20.6%
121,Eddie the Eagle,"$46,152,800","$15,789,389",34.2%,"$30,363,411",65.8%
122,Blair Witch,"$45,173,154","$20,777,061",46%,"$24,396,093",54%
123,Café Society,"$43,763,247","$11,103,205",25.4%,"$32,660,042",74.6%
124,League of Gods,"$43,498,766","$181,633",0.4%,"$43,317,133",99.6%
125,Almost Christmas,"$42,580,920","$42,158,780",99%,"$422,140",1%
126,The Witch,"$40,423,945","$25,138,705",62.2%,"$15,285,240",37.8%
127,The Wild Life,"$40,075,446","$8,005,586",20%,"$32,069,860",80%
128,The Forest,"$39,712,000","$26,594,261",67%,"$13,117,739",33%
129,Absolutely Fabulous: The Movie,"$39,219,109","$4,772,155",12.2%,"$34,446,954",87.8%
130,"Crouching Tiger, Hidden Dragon: Sword of Destiny","$38,659,039",-,-,"$38,659,039",100%
131,Hell or High Water,"$37,879,877","$27,007,844",71.3%,"$10,872,033",28.7%
132,The Handmaiden,"$37,692,886","$2,006,788",5.3%,"$35,686,098",94.7%
133,Snowden,"$37,357,216","$21,587,519",57.8%,"$15,769,697",42.2%
134,Eye in the Sky,"$35,259,653","$18,704,595",53%,"$16,555,058",47%
135,Ae Dil Hai Mushkil,"$31,668,920","$4,264,983",13.5%,"$27,403,937",86.5%
136,Billy Lynn's Long Halftime Walk,"$30,930,984","$1,738,477",5.6%,"$29,192,507",94.4%
137,Norm of the North,"$30,734,502","$17,062,499",55.5%,"$13,672,003",44.5%
138,When the Bough Breaks,"$30,658,387","$29,747,603",97%,"$910,784",3%
139,Nocturnal Animals,"$30,311,857","$10,663,357",35.2%,"$19,648,500",64.8%
140,A Silent Voice: The Movie,"$30,156,463","$310,407",1%,"$29,846,056",99%
141,Keeping Up with the Joneses,"$29,918,745","$14,904,426",49.8%,"$15,014,319",50.2%
142,Masterminds,"$29,674,699","$17,368,022",58.5%,"$12,306,677",41.5%
143,M.S. Dhoni: The Untold Story,"$28,903,047","$1,801,550",6.2%,"$27,101,497",93.8%
144,Fan,"$28,240,000","$2,300,000",8.1%,"$25,940,000",91.9%
145,The Brothers Grimsby,"$27,979,040","$6,874,837",24.6%,"$21,104,203",75.4%
146,The Light Between Oceans,"$25,975,621","$12,545,979",48.3%,"$13,429,642",51.7%
147,A Beautiful Planet,"$25,730,120","$15,650,615",60.8%,"$10,079,505",39.2%
148,Mr. Donkey,"$25,537,759","$356,255",1.4%,"$25,181,504",98.6%
149,Born in China,"$25,081,168","$13,873,211",55.3%,"$11,207,957",44.7%
150,Race,"$25,070,261","$19,206,207",76.6%,"$5,864,054",23.4%
151,Free State of Jones,"$25,035,950","$20,810,036",83.1%,"$4,225,914",16.9%
152,Whiskey Tango Foxtrot,"$24,972,139","$23,083,334",92.4%,"$1,888,805",7.6%
153,The Snow Queen 3: Fire and Ice,"$24,644,317",-,-,"$24,644,317",100%
154,God's Not Dead 2,"$24,487,848","$20,774,575",84.8%,"$3,713,273",15.2%
155,Jackie,"$24,262,468","$13,960,394",57.5%,"$10,302,074",42.5%
156,The Founder,"$24,121,245","$12,786,053",53%,"$11,335,192",47%
157,Bad Santa 2,"$24,079,268","$17,782,178",73.8%,"$6,297,090",26.2%
158,Spirits' Homecoming,"$23,857,217","$125,616",0.5%,"$23,731,601",99.5%
159,Silence,"$23,834,809","$7,100,177",29.8%,"$16,734,632",70.2%
160,What Now?,"$23,591,043","$23,591,043",100%,-,-
161,No manches Frida,"$23,540,937","$11,528,613",49%,"$12,012,324",51%
162,Middle School: The Worst Years of My Life,"$23,316,139","$20,007,149",85.8%,"$3,308,990",14.2%
163,Triple 9,"$23,177,948","$12,639,297",54.5%,"$10,538,651",45.5%
164,Rock Dog,"$23,157,646","$9,420,546",40.7%,"$13,737,100",59.3%
165,The Choice,"$23,064,015","$18,730,891",81.2%,"$4,333,124",18.8%
166,Hunt for the Wilderpeople,"$22,835,917","$5,205,468",22.8%,"$17,630,449",77.2%
167,Sweet Sixteen,"$22,819,702","$34,327",0.2%,"$22,785,375",99.8%
168,Captain Fantastic,"$22,787,526","$5,879,835",25.8%,"$16,907,691",74.2%
169,Live by Night,"$22,678,555","$10,378,555",45.8%,"$12,300,000",54.2%
170,Julieta,"$22,468,044","$1,490,948",6.6%,"$20,977,096",93.4%
171,Love & Friendship,"$21,401,949","$14,016,568",65.5%,"$7,385,381",34.5%
172,The Infiltrator,"$21,011,110","$15,436,808",73.5%,"$5,574,302",26.5%
173,Keanu,"$20,651,333","$20,591,853",99.7%,"$59,480",0.3%
174,Cock and Bull,"$20,490,872","$82,778",0.4%,"$20,408,094",99.6%
175,In This Corner of the World,"$19,496,308","$172,147",0.9%,"$19,324,161",99.1%
176,The Edge of Seventeen,"$19,370,020","$14,431,633",74.5%,"$4,938,387",25.5%
177,My Annoying Brother,"$19,162,324","$51,996",0.3%,"$19,110,328",99.7%
178,The Wasted Times,"$18,345,372","$386,540",2.1%,"$17,958,832",97.9%
179,Asura,"$18,300,843","$175,702",1%,"$18,125,141",99%
180,Kapoor & Sons,"$17,412,627","$2,607,036",15%,"$14,805,591",85%
181,Hardcore Henry,"$16,810,562","$9,252,038",55%,"$7,558,524",45%
182,The Birth of a Nation,"$16,779,212","$15,861,566",94.5%,"$917,646",5.5%
183,Pride and Prejudice and Zombies,"$16,457,494","$10,938,134",66.5%,"$5,519,360",33.5%
184,"I, Daniel Blake","$15,793,051","$260,354",1.6%,"$15,532,697",98.4%
185,Irreplaceable,"$15,130,912","$8,494",<0.1%,"$15,122,418",99.9%
186,Three,"$15,121,228","$119,550",0.8%,"$15,001,678",99.2%
187,The Take,"$14,857,808","$50,269",0.3%,"$14,807,539",99.7%
188,Seondal: The Man Who Sells the River,"$14,777,982","$97,477",0.7%,"$14,680,505",99.3%
189,Sword Master,"$14,714,624","$75,526",0.5%,"$14,639,098",99.5%
190,"Hello, My Name Is Doris","$14,659,448","$14,444,999",98.5%,"$214,449",1.5%
191,A United Kingdom,"$14,459,330","$3,902,185",27%,"$10,557,145",73%
192,The Other Side of the Door,"$14,332,467","$3,000,342",20.9%,"$11,332,125",79.1%
193,Sing Street,"$13,624,522","$3,237,118",23.8%,"$10,387,404",76.2%
194,Phantom of the Theatre,"$13,526,843","$43,955",0.3%,"$13,482,888",99.7%
195,Ratchet & Clank,"$13,385,737","$8,821,329",65.9%,"$4,564,408",34.1%
196,Hillary's America: The Secret History of the Democratic Party,"$13,099,931","$13,099,931",100%,-,-
197,Shut In,"$13,082,071","$6,900,335",52.7%,"$6,181,736",47.3%
198,Loving,"$12,957,265","$7,751,969",59.8%,"$5,205,296",40.2%
199,Elle,"$12,748,594","$2,341,534",18.4%,"$10,407,060",81.6%
200,The Beatles: Eight Days a Week - The Touring Years,"$12,283,800","$2,930,414",23.9%,"$9,353,386",76.1%
201,The Man Who Knew Infinity,"$12,252,684","$3,866,794",31.6%,"$8,385,890",68.4%
202,I Married an Anti-Fan,"$12,194,083","$89,408",0.7%,"$12,104,675",99.3%
203,Toni Erdmann,"$11,784,207","$1,479,387",12.6%,"$10,304,820",87.4%
204,Seasons,"$11,425,100","$150,092",1.3%,"$11,275,008",98.7%
205,Friend Request,"$10,975,390","$3,759,078",34.3%,"$7,216,312",65.7%
206,The Darkness,"$10,898,293","$10,753,574",98.7%,"$144,719",1.3%
207,Our Kind of Traitor,"$10,711,027","$3,153,157",29.4%,"$7,557,870",70.6%
208,The Perfect Match,"$10,414,738","$9,669,521",92.8%,"$745,217",7.2%
209,Queen of Katwe,"$10,367,161","$8,874,389",85.6%,"$1,492,772",14.4%
210,The King's Choice,"$10,017,316","$113,231",1.1%,"$9,904,085",98.9%
211,Tamjung Hong Gil-dong: Sarajin Ma-eul,"$9,754,195","$67,054",0.7%,"$9,687,141",99.3%
212,Popstar: Never Stop Never Stopping,"$9,680,029","$9,639,125",99.6%,"$40,904",0.4%
213,Paterson,"$9,588,282","$2,152,738",22.5%,"$7,435,544",77.5%
214,A Hologram for the King,"$9,169,507","$4,212,494",45.9%,"$4,957,013",54.1%
215,Miss Sloane,"$9,101,546","$3,500,605",38.5%,"$5,600,941",61.5%
216,Meet the Blacks,"$9,097,072","$9,097,072",100%,-,-
217,Incarnate,"$9,037,058","$4,799,774",53.1%,"$4,237,284",46.9%
218,Like Crazy,"$9,029,150","$107,362",1.2%,"$8,921,788",98.8%
219,The Lobster 2016 Re-release,"$8,952,351","$8,700,374",97.2%,"$251,977",2.8%
220,Morgan,"$8,809,407","$3,915,251",44.4%,"$4,894,156",55.6%
221,La folle histoire de Max et Léon,"$8,750,678",$543,<0.1%,"$8,750,135",100%
222,A Street Cat Named Bob,"$8,446,262","$82,703",1%,"$8,363,559",99%
223,Time Renegades,"$8,312,361","$59,425",0.7%,"$8,252,936",99.3%
224,The New Year's Eve of Old Lee,"$8,099,301","$25,358",0.3%,"$8,073,943",99.7%
225,Denial,"$7,994,527","$4,073,489",51%,"$3,921,038",49%
226,For a Few Bullets,"$7,860,447","$30,142",0.4%,"$7,830,305",99.6%
227,Pele: Birth of a Legend,"$7,846,608","$57,046",0.7%,"$7,789,562",99.3%
228,Dongju: The Portrait of a Poet,"$7,809,531","$56,550",0.7%,"$7,752,981",99.3%
229,"Kiki, Love to Love","$7,551,282","$12,450",0.2%,"$7,538,832",99.8%
230,Frantz,"$7,478,354","$880,883",11.8%,"$6,597,471",88.2%
231,Yu-Gi-Oh!: The Dark Side of Dimensions,"$7,445,186","$1,015,339",13.6%,"$6,429,847",86.4%
232,Genius,"$7,435,006","$1,361,045",18.3%,"$6,073,961",81.7%
233,The Innocents,"$7,400,324","$1,065,665",14.4%,"$6,334,659",85.6%
234,Compadres,"$7,353,544","$3,127,773",42.5%,"$4,225,771",57.5%
235,The Young Messiah,"$7,330,338","$6,490,401",88.5%,"$839,937",11.5%
236,20th Century Women,"$7,214,806","$5,664,764",78.5%,"$1,550,042",21.5%
237,Baar Baar Dekho,"$7,122,579","$981,947",13.8%,"$6,140,632",86.2%
238,The Map Against the World,"$7,035,812","$34,034",0.5%,"$7,001,778",99.5%
239,The Salesman,"$6,953,604","$2,402,067",34.5%,"$4,551,537",65.5%
240,Collide,"$6,817,535","$2,280,004",33.4%,"$4,537,531",66.6%
241,Midnight Special,"$6,740,647","$3,712,282",55.1%,"$3,028,365",44.9%
242,Bleed for This,"$6,698,679","$5,083,906",75.9%,"$1,614,773",24.1%
243,Southside with You,"$6,628,603","$6,304,223",95.1%,"$324,380",4.9%
244,The Red Turtle,"$6,591,789","$921,974",14%,"$5,669,815",86%
245,A Melody to Remember,"$6,559,996","$44,263",0.7%,"$6,515,733",99.3%
246,From the Land of the Moon,"$6,547,983","$47,748",0.7%,"$6,500,235",99.3%
247,Max Steel,"$6,272,403","$3,818,664",60.9%,"$2,453,739",39.1%
248,The Autopsy of Jane Doe,"$6,170,043","$10,474",0.2%,"$6,159,569",99.8%
249,The Patriarch,"$6,156,936","$2,156,047",35%,"$4,000,889",65%
250,The Duelist,"$6,101,904","$13,450",0.2%,"$6,088,454",99.8%
251,Maggie's Plan,"$5,883,891","$3,351,735",57%,"$2,532,156",43%
252,My Life as a Zucchini,"$5,872,598","$309,766",5.3%,"$5,562,832",94.7%
253,The Disappointments Room,"$5,745,040","$2,423,468",42.2%,"$3,321,572",57.8%
254,Kingsglaive: Final Fantasy XV,"$5,725,482","$269,980",4.7%,"$5,455,502",95.3%
255,Like for Likes,"$5,715,555","$50,839",0.9%,"$5,664,716",99.1%
256,My Best Friend's Wedding,"$5,707,770","$78,578",1.4%,"$5,629,192",98.6%
257,Things to Come,"$5,638,693","$388,140",6.9%,"$5,250,553",93.1%
258,Wazir,"$5,633,588","$1,124,045",20%,"$4,509,543",80%
259,After the Storm,"$5,382,886","$272,132",5.1%,"$5,110,754",94.9%
260,Sky on fire,"$5,335,450","$78,366",1.5%,"$5,257,084",98.5%
261,The Meddler 2016 Re-release,"$5,294,643","$4,267,218",80.6%,"$1,027,425",19.4%
262,The Legend of Chupacabras,"$5,138,140",-,-,"$5,138,140",100%
263,Anthropoid,"$5,079,219","$2,964,845",58.4%,"$2,114,374",41.6%
264,Hands of Stone,"$4,978,353","$4,712,792",94.7%,"$265,561",5.3%
265,Swiss Army Man,"$4,935,501","$4,210,454",85.3%,"$725,047",14.7%
266,Slack Bay,"$4,925,446","$112,621",2.3%,"$4,812,825",97.7%
267,Desierto,"$4,924,990","$2,002,036",40.7%,"$2,922,954",59.3%
268,Where to Invade Next,"$4,664,756","$3,827,261",82%,"$837,495",18%
269,Everybody Wants Some!!,"$4,644,472","$3,400,278",73.2%,"$1,244,194",26.8%
270,Find a Boyfriend for My Wife... PLEASE!,"$4,570,757","$1,741,889",38.1%,"$2,828,868",61.9%
271,Cezanne et Moi,"$4,529,583","$257,597",5.7%,"$4,271,986",94.3%
272,Batman: The Killing Joke,"$4,462,034","$3,775,000",84.6%,"$687,034",15.4%
273,Don't Think Twice,"$4,417,667","$4,417,667",100%,-,-
274,The Commune,"$4,410,339","$38,737",0.9%,"$4,371,602",99.1%
275,The Eagle Huntress,"$4,400,140","$3,169,351",72%,"$1,230,789",28%
276,Kabali,"$4,388,789","$3,903,095",88.9%,"$485,694",11.1%
277,Demolition,"$4,366,460","$1,978,592",45.3%,"$2,387,868",54.7%
278,High-Rise,"$4,286,576","$346,472",8.1%,"$3,940,104",91.9%
279,Sheep & Wolves,"$4,190,750",-,-,"$4,190,750",100%
280,A Quiet Passion,"$4,159,246","$1,865,396",44.8%,"$2,293,850",55.2%
281,The Last Princess,"$4,135,255","$29,259",0.7%,"$4,105,996",99.3%
282,Naam Hai Akira,"$4,108,063","$219,401",5.3%,"$3,888,662",94.7%
283,Indignation,"$3,924,527","$3,401,155",86.7%,"$523,372",13.3%
284,Rules Don't Apply,"$3,885,342","$3,652,206",94%,"$233,136",6%
285,Neruda,"$3,884,746","$939,101",24.2%,"$2,945,645",75.8%
286,Green Room,"$3,769,214","$3,220,371",85.4%,"$548,843",14.6%
287,The Last King,"$3,705,618","$8,905",0.2%,"$3,696,713",99.8%
288,Colonia,"$3,621,046","$15,709",0.4%,"$3,605,337",99.6%
289,Miles Ahead,"$3,473,958","$2,610,896",75.2%,"$863,062",24.8%
290,Obsession,"$3,454,709","$528,799",15.3%,"$2,925,910",84.7%
291,The Neon Demon,"$3,377,430","$1,333,124",39.5%,"$2,044,306",60.5%
292,Vanishing Time: A Boy Who Returned,"$3,328,517","$57,759",1.7%,"$3,270,758",98.3%
293,Bilal: A New Breed of Hero,"$3,254,027",-,-,"$3,254,027",100%
294,Dear Zindagi,"$3,199,581","$2,376,479",74.3%,"$823,102",25.7%
295,Aquarius,"$3,085,977","$285,930",9.3%,"$2,800,047",90.7%
296,The Oscar Nominated Short Films 2016: Live Action,"$2,850,840","$2,816,816",98.8%,"$34,024",1.2%
297,Remember You,"$2,845,124","$14,814",0.5%,"$2,830,310",99.5%
298,Personal Shopper,"$2,840,408","$1,305,195",46%,"$1,535,213",54%
299,Battle for Incheon: Operation Chromite,"$2,749,918","$1,023,348",37.2%,"$1,726,570",62.8%
300,Hillsong: Let Hope Rise,"$2,649,761","$2,394,386",90.4%,"$255,375",9.6%
301,El Jeremías,"$2,540,144","$650,465",25.6%,"$1,889,679",74.4%
302,The Unknown Girl,"$2,432,640","$150,549",6.2%,"$2,282,091",93.8%
303,A Aa,"$2,313,043","$2,313,043",100%,-,-
304,Rock on 2,"$2,293,659","$98,868",4.3%,"$2,194,791",95.7%
305,American Honey,"$2,290,649","$663,246",29%,"$1,627,403",71%
306,No culpes al karma de lo que te pasa por gilipollas,"$2,242,471","$5,614",0.3%,"$2,236,857",99.7%
307,Heal the Living,"$2,223,529","$3,176",0.1%,"$2,220,353",99.9%
308,My Scientology Movie,"$2,130,866","$22,936",1.1%,"$2,107,930",98.9%
309,Equals,"$2,084,628","$33,258",1.6%,"$2,051,370",98.4%
310,High Strung,"$2,084,451","$53,447",2.6%,"$2,031,004",97.4%
311,I'm Not Ashamed,"$2,082,980","$2,082,980",100%,-,-
312,American Pastoral,"$2,063,436","$544,098",26.4%,"$1,519,338",73.6%
313,Being 17,"$2,045,219","$52,713",2.6%,"$1,992,506",97.4%
314,Graduation,"$2,015,002","$175,975",8.7%,"$1,839,027",91.3%
315,Little Men,"$2,008,649","$702,537",35%,"$1,306,112",65%
316,Greater,"$2,000,093","$2,000,093",100%,-,-
317,1898: Our Last Men in the Philippines,"$1,995,045","$2,848",0.1%,"$1,992,197",99.9%
318,Housefull 3,"$1,944,262","$1,326,999",68.3%,"$617,263",31.7%
319,Purple Rain 2016 Re-release,"$1,868,929","$1,868,075",100%,$854,<0.1%
320,Inseparables,"$1,864,605","$6,258",0.3%,"$1,858,347",99.7%
321,Elvis & Nixon,"$1,798,432","$1,055,287",58.7%,"$743,145",41.3%
322,Mine,"$1,788,934",-,-,"$1,788,934",100%
323,Harry Potter IMAX Marathon,"$1,784,557","$1,729,226",96.9%,"$55,331",3.1%
324,I Saw the Light,"$1,767,963","$1,646,788",93.1%,"$121,175",6.9%
325,After Love,"$1,728,251","$13,693",0.8%,"$1,714,558",99.2%
326,Weiner,"$1,715,955","$1,676,108",97.7%,"$39,847",2.3%
327,"To Joey, with Love","$1,709,073","$1,709,073",100%,-,-
328,In Between,"$1,679,952","$107,977",6.4%,"$1,571,975",93.6%
