Rank,Release Group,Worldwide,Domestic,%,Foreign,%
105,A Haunted House,"$60,159,584","$40,041,683",66.6%,"$20,117,901",33.4%
106,Beautiful Creatures,"$60,052,138","$19,452,138",32.4%,"$40,600,000",67.6%
107,Snitch,"$57,824,674","$42,930,462",74.2%,"$14,894,212",25.8%
108,Dallas Buyers Club,"$55,736,588","$27,298,285",49%,"$28,438,303",51%
109,Tyler Perry's A Madea Christmas,"$53,396,635","$52,543,354",98.4%,"$853,281",1.6%
110,Temptation: Confessions of a Marriage Counselor,"$53,143,144","$51,975,354",97.8%,"$1,167,790",2.2%
111,Delivery Man,"$53,120,346","$30,664,106",57.7%,"$22,456,240",42.3%
112,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,"$51,167,572","$944,193",1.8%,"$50,223,379",98.2%
113,Dragon Ball Z: Battle of Gods,"$50,461,371","$2,553,002",5.1%,"$47,908,369",94.9%
114,The Berlin File,"$48,972,848","$665,210",1.4%,"$48,307,638",98.6%
115,Her,"$48,517,427","$25,568,251",52.7%,"$22,949,176",47.3%
116,Homefront,"$48,449,416","$20,158,898",41.6%,"$28,290,518",58.4%
117,The Last Stand,"$48,330,757","$12,050,299",24.9%,"$36,280,458",75.1%
118,21 & Over,"$48,065,672","$25,682,380",53.4%,"$22,383,292",46.6%
119,Texas Chainsaw,"$47,340,586","$34,341,945",72.5%,"$12,998,641",27.5%
120,Tiny Times 2.0,"$47,289,937","$43,788",<0.1%,"$47,246,149",99.9%
121,The Place Beyond the Pines,"$47,052,899","$21,403,519",45.5%,"$25,649,380",54.5%
122,Parker,"$46,922,566","$17,616,641",37.5%,"$29,305,925",62.5%
123,The Big Wedding,"$46,522,137","$21,819,348",46.9%,"$24,702,789",53.1%
124,The World's End,"$46,089,287","$26,004,851",56.4%,"$20,084,436",43.6%
125,Grudge Match,"$44,907,260","$29,807,260",66.4%,"$15,100,000",33.6%
126,Jobs,"$42,128,352","$16,131,410",38.3%,"$25,996,942",61.7%
127,Don Jon,"$39,439,355","$24,477,704",62.1%,"$14,961,651",37.9%
128,"Like Father, Like Son","$37,170,163","$334,616",0.9%,"$36,835,547",99.1%
129,Broken City,"$34,737,199","$19,701,164",56.7%,"$15,036,035",43.3%
130,Inside Llewyn Davis,"$32,935,319","$13,235,319",40.2%,"$19,700,000",59.8%
131,Mud,"$32,613,173","$21,590,086",66.2%,"$11,023,087",33.8%
132,Kevin Hart: Let Me Explain,"$32,318,051","$32,244,051",99.8%,"$74,000",0.2%
133,Spring Breakers,"$31,724,284","$14,124,284",44.5%,"$17,600,000",55.5%
134,New World,"$31,670,607","$457,806",1.4%,"$31,212,801",98.6%
135,A Wedding Invitation,"$30,665,036","$14,350",<0.1%,"$30,650,686",100%
136,Special ID,"$29,139,936","$12,666",<0.1%,"$29,127,270",100%
137,The Suspect,"$28,674,130","$218,693",0.8%,"$28,455,437",99.2%
138,I Give It a Year,"$28,328,531","$34,657",0.1%,"$28,293,874",99.9%
139,Mandela: Long Walk to Freedom,"$27,985,788","$8,323,085",29.7%,"$19,662,703",70.3%
140,Dark Skies,"$27,858,103","$17,418,667",62.5%,"$10,439,436",37.5%
141,Nebraska,"$27,682,872","$17,654,912",63.8%,"$10,027,960",36.2%
142,The Incredible Burt Wonderstone,"$27,437,881","$22,537,881",82.1%,"$4,900,000",17.9%
143,Khumba,"$27,187,375","$1,029",<0.1%,"$27,186,346",100%
144,You're Next,"$26,895,481","$18,494,006",68.8%,"$8,401,475",31.2%
145,The Way Way Back,"$26,474,920","$21,506,546",81.2%,"$4,968,374",18.8%
146,Enough Said,"$25,288,872","$17,550,872",69.4%,"$7,738,000",30.6%
147,The Last Exorcism 2,"$25,051,865","$15,179,302",60.6%,"$9,872,563",39.4%
148,Drug War,"$24,676,341","$128,195",0.5%,"$24,548,146",99.5%
149,The Tale of The Princess Kaguya,"$24,366,656","$703,232",2.9%,"$23,663,424",97.1%
150,The Great Beauty,"$24,271,739","$2,852,400",11.8%,"$21,419,339",88.2%
151,Trance,"$24,261,569","$2,328,743",9.6%,"$21,932,826",90.4%
152,The Railway Man,"$24,174,885","$4,438,438",18.4%,"$19,736,447",81.6%
153,Baggage Claim,"$22,871,096","$21,569,509",94.3%,"$1,301,587",5.7%
154,Fei chang xing yun,"$22,259,179","$64,432",0.3%,"$22,194,747",99.7%
155,Bullet to the Head,"$21,947,209","$9,489,829",43.2%,"$12,457,380",56.8%
156,Diana,"$21,766,271","$335,359",1.5%,"$21,430,912",98.5%
157,I'm So Excited!,"$21,245,677","$1,368,119",6.4%,"$19,877,558",93.6%
158,Before Midnight,"$20,994,648","$8,114,627",38.7%,"$12,880,021",61.3%
159,The Best Offer,"$20,596,350","$100,035",0.5%,"$20,496,315",99.5%
160,Race 2,"$20,531,909","$1,579,940",7.7%,"$18,951,969",92.3%
161,The Bling Ring,"$20,045,576","$5,845,732",29.2%,"$14,199,844",70.8%
162,The Rooftop,"$19,833,152","$85,755",0.4%,"$19,747,397",99.6%
163,Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,"$19,544,634","$375,627",1.9%,"$19,169,007",98.1%
164,Blue Is the Warmest Colour,"$19,465,835","$2,199,787",11.3%,"$17,266,048",88.7%
165,Les Misérables,"$19,082,469","$330,181",1.7%,"$18,752,288",98.3%
166,Admission,"$18,637,201","$18,007,317",96.6%,"$629,884",3.4%
167,Dead Man Down,"$18,074,539","$10,895,295",60.3%,"$7,179,244",39.7%
168,Machete Kills,"$17,496,820","$8,008,161",45.8%,"$9,488,659",54.2%
169,Billy and Buddy,"$17,400,053",$894,<0.1%,"$17,399,159",100%
170,Fruitvale Station,"$17,385,830","$16,101,339",92.6%,"$1,284,491",7.4%
171,Chinese Puzzle,"$16,968,297","$338,523",2%,"$16,629,774",98%
172,Battle of the Year,"$16,549,477","$8,888,355",53.7%,"$7,661,122",46.3%
173,Out of the Furnace,"$15,660,668","$11,330,849",72.4%,"$4,329,819",27.6%
174,Paranoia,"$15,500,644","$7,388,654",47.7%,"$8,111,990",52.3%
175,Journey to the South Pacific,"$14,994,876","$7,653,913",51%,"$7,340,963",49%
176,Emperor,"$14,858,240","$3,346,265",22.5%,"$11,511,975",77.5%
177,Pulling Strings,"$13,725,819","$5,842,961",42.6%,"$7,882,858",57.4%
178,All Is Lost,"$13,627,519","$6,263,670",46%,"$7,363,849",54%
179,Nymphomaniac: Vol. I,"$13,545,832","$785,896",5.8%,"$12,759,936",94.2%
180,The Past,"$12,673,462","$1,331,747",10.5%,"$11,341,715",89.5%
181,Redemption,"$12,671,109","$36,895",0.3%,"$12,634,214",99.7%
182,Getaway,"$11,806,432","$10,501,938",89%,"$1,304,494",11%
183,The Lunchbox 2013 Re-release,"$11,621,581","$4,235,151",36.4%,"$7,386,430",63.6%
184,Fists of Legend,"$11,478,881","$134,213",1.2%,"$11,344,668",98.8%
185,Ida,"$11,156,836","$3,827,060",34.3%,"$7,329,776",65.7%
186,Bicycling with Molière,"$11,123,929","$59,874",0.5%,"$11,064,055",99.5%
187,Justin Bieber's Believe,"$10,980,157","$6,206,566",56.5%,"$4,773,591",43.5%
188,One Chance,"$10,900,434","$101,196",0.9%,"$10,799,238",99.1%
189,Only God Forgives,"$10,635,126","$779,188",7.3%,"$9,855,938",92.7%
190,Mood Indigo,"$10,435,322","$303,187",2.9%,"$10,132,135",97.1%
191,Chennai Express,"$10,234,653","$5,307,960",51.9%,"$4,926,693",48.1%
192,Alan Partridge,"$9,979,601","$153,426",1.5%,"$9,826,175",98.5%
193,Young & Beautiful,"$9,757,417","$61,067",0.6%,"$9,696,350",99.4%
194,The Young and Prodigious T.S. Spivet,"$9,494,789","$173,564",1.8%,"$9,321,225",98.2%
195,Peeples,"$9,307,166","$9,177,065",98.6%,"$130,101",1.4%
196,Jerusalem,"$9,279,456","$8,020,721",86.4%,"$1,258,735",13.6%
197,Unfinished Song,"$9,166,865","$1,702,668",18.6%,"$7,464,197",81.4%
198,The Fifth Estate,"$9,058,564","$3,255,008",35.9%,"$5,803,556",64.1%
199,Frances Ha,"$9,058,065","$4,069,826",44.9%,"$4,988,239",55.1%
200,Hannah Arendt,"$8,880,936","$717,205",8.1%,"$8,163,731",91.9%
201,Le Week-end,"$8,652,213","$2,225,098",25.7%,"$6,427,115",74.3%
202,Himmatwala,"$8,644,563","$270,880",3.1%,"$8,373,683",96.9%
203,Filth,"$8,377,987","$34,411",0.4%,"$8,343,576",99.6%
204,Venus in Fur,"$8,350,026","$373,605",4.5%,"$7,976,421",95.5%
205,Metallica Through the Never,"$7,975,812","$3,419,967",42.9%,"$4,555,845",57.1%
206,Renoir,"$7,816,573","$2,293,798",29.3%,"$5,522,775",70.7%
207,ABCD (Any Body Can Dance),"$7,610,738","$222,098",2.9%,"$7,388,640",97.1%
208,Only Lovers Left Alive,"$7,609,187","$1,879,534",24.7%,"$5,729,653",75.3%
209,Black Nativity,"$7,454,185","$7,018,189",94.2%,"$435,996",5.8%
210,The Spectacular Now,"$6,918,591","$6,854,611",99.1%,"$63,980",0.9%
211,Commitment,"$6,834,802","$76,543",1.1%,"$6,758,259",98.9%
212,Gloria,"$6,461,559","$2,107,925",32.6%,"$4,353,634",67.4%
213,Closed Circuit,"$6,331,939","$5,750,401",90.8%,"$581,538",9.2%
214,Yeh Jawaani Hai Deewani,"$6,189,998","$3,827,466",61.8%,"$2,362,532",38.2%
215,Matru's Bijlee's Mandola,"$6,009,116",-,-,"$6,009,116",100%
216,The Immigrant,"$5,952,884","$2,025,328",34%,"$3,927,556",66%
217,20 Feet from Stardom,"$5,839,368","$4,946,445",84.7%,"$892,923",15.3%
218,The Wizard of Oz 2013 3D/IMAX Release,"$5,787,802","$5,633,202",97.3%,"$154,600",2.7%
219,The French Minister,"$5,586,646","$12,027",0.2%,"$5,574,619",99.8%
220,On My Way,"$5,505,705","$317,324",5.8%,"$5,188,381",94.2%
221,Man of Tai Chi,"$5,464,885","$100,144",1.8%,"$5,364,741",98.2%
222,Much Ado About Nothing,"$5,341,221","$4,328,849",81%,"$1,012,372",19%
223,Oldboy,"$5,186,767","$2,193,658",42.3%,"$2,993,109",57.7%
224,Doctor Who: The Day of the Doctor,"$5,074,950",-,-,"$5,074,950",100%
225,Stand Up Guys,"$5,072,654","$3,310,031",65.3%,"$1,762,623",34.7%
226,RamLeela,"$4,840,059","$2,738,863",56.6%,"$2,101,196",43.4%
227,The Iceman,"$4,552,970","$1,969,193",43.3%,"$2,583,777",56.7%
228,Krrish 3,"$4,170,204","$2,191,534",52.6%,"$1,978,670",47.4%
229,The Invisible Woman,"$3,986,888","$1,234,254",31%,"$2,752,634",69%
230,Ip Man: The Final Fight,"$3,967,001","$37,884",1%,"$3,929,117",99%
231,The Devil's Violinist,"$3,952,097","$11,294",0.3%,"$3,940,803",99.7%
232,Welcome to the Punch,"$3,926,386","$9,747",0.2%,"$3,916,639",99.8%
233,The To Do List,"$3,909,596","$3,491,669",89.3%,"$417,927",10.7%
234,The Starving Games,"$3,906,308",-,-,"$3,906,308",100%
235,Ragnarok,"$3,721,345","$1,369",<0.1%,"$3,719,976",100%
236,The German Doctor,"$3,635,718","$418,392",11.5%,"$3,217,326",88.5%
237,Thanks for Sharing,"$3,499,442","$1,065,881",30.5%,"$2,433,561",69.5%
238,Disconnect,"$3,428,048","$1,436,900",41.9%,"$1,991,148",58.1%
239,The Protector 2,"$3,399,790","$2,463",<0.1%,"$3,397,327",99.9%
240,Love is in the Air 2013 Re-release,"$3,221,554","$8,425",0.3%,"$3,213,129",99.7%
241,In a World...,"$3,114,953","$2,963,902",95.2%,"$151,051",4.8%
242,Living Is Easy with Eyes Closed,"$3,075,169","$11,600",0.4%,"$3,063,569",99.6%
243,Top Gun 2013 3D Release,"$3,018,873","$3,018,873",100%,-,-
244,Rigor Mortis,"$3,016,904","$7,865",0.3%,"$3,009,039",99.7%
245,Romeo and Juliet,"$2,966,268","$1,162,635",39.2%,"$1,803,633",60.8%
246,Filly Brown,"$2,940,411","$2,850,357",96.9%,"$90,054",3.1%
247,The East,"$2,891,812","$2,301,839",79.6%,"$589,973",20.4%
248,Home Run,"$2,861,020","$2,861,020",100%,-,-
249,To the Wonder,"$2,801,166","$587,615",21%,"$2,213,551",79%
250,"Cinco de Mayo, La Batalla","$2,794,852","$173,472",6.2%,"$2,621,380",93.8%
251,What Maisie Knew,"$2,711,379","$1,066,471",39.3%,"$1,644,908",60.7%
252,Pioneer,"$2,647,820","$6,871",0.3%,"$2,640,949",99.7%
253,Stories We Tell,"$2,641,053","$1,600,145",60.6%,"$1,040,908",39.4%
254,The Gatekeepers,"$2,573,616","$2,415,727",93.9%,"$157,889",6.1%
255,Blood Ties,"$2,566,435","$42,472",1.7%,"$2,523,963",98.3%
256,"1,000 Times Good Night","$2,549,568","$53,895",2.1%,"$2,495,673",97.9%
257,Grace Unplugged,"$2,507,201","$2,507,201",100%,-,-
258,I'm in Love with a Church Girl,"$2,503,392","$2,387,730",95.4%,"$115,662",4.6%
259,Still Life,"$2,495,025","$9,481",0.4%,"$2,485,544",99.6%
260,The Christmas Candle,"$2,476,775","$2,258,620",91.2%,"$218,155",8.8%
261,The Stroller Strategy,"$2,401,291","$3,462",0.1%,"$2,397,829",99.9%
262,Bhaag Milkha Bhaag,"$2,325,917","$1,636,731",70.4%,"$689,186",29.6%
263,Austenland,"$2,313,509","$2,159,041",93.3%,"$154,468",6.7%
264,Blackfish,"$2,303,417","$2,073,582",90%,"$229,835",10%
265,Marius,"$2,249,781","$9,781",0.4%,"$2,240,000",99.6%
266,The Reluctant Fundamentalist,"$2,167,020","$552,959",25.5%,"$1,614,061",74.5%
267,The Saratov Approach,"$2,146,999","$2,146,999",100%,-,-
268,The Oscar Nominated Short Films 2013: Live Action,"$2,142,342","$2,142,342",100%,-,-
269,The Attack,"$2,139,516","$1,720,325",80.4%,"$419,191",19.6%
270,Girl Most Likely,"$2,085,617","$1,378,591",66.1%,"$707,026",33.9%
271,Antboy,"$1,994,566",-,-,"$1,994,566",100%
272,Kill Your Darlings,"$1,877,924","$1,030,064",54.9%,"$847,860",45.1%
273,The Face of Love,"$1,806,548","$350,006",19.4%,"$1,456,542",80.6%
274,Girl Rising,"$1,727,259","$1,727,259",100%,-,-
275,Nothing Left to Fear,"$1,675,381","$7,886",0.5%,"$1,667,495",99.5%
276,Short Term 12,"$1,645,164","$1,013,100",61.6%,"$632,064",38.4%
277,Grand Piano,"$1,618,085","$22,555",1.4%,"$1,595,530",98.6%
278,We are the Best!,"$1,604,273","$180,590",11.3%,"$1,423,683",88.7%
279,Lovelace,"$1,585,583","$356,582",22.5%,"$1,229,001",77.5%
280,Adore,"$1,575,749","$318,982",20.2%,"$1,256,767",79.8%
281,"Bless Me, Ultima","$1,561,962","$1,561,962",100%,-,-
282,Still Mine,"$1,552,730","$1,159,336",74.7%,"$393,394",25.3%
283,The Lords of Salem,"$1,544,989","$1,165,882",75.5%,"$379,107",24.5%
284,Reaching for the Moon,"$1,534,391","$45,502",3%,"$1,488,889",97%
285,The Kings of Summer,"$1,501,595","$1,315,590",87.6%,"$186,005",12.4%
286,Jimmy P.,"$1,470,582","$30,283",2.1%,"$1,440,299",97.9%
287,Shameless,"$1,443,479","$679,866",47.1%,"$763,613",52.9%
288,Kai Po Che,"$1,435,272","$1,122,527",78.2%,"$312,745",21.8%
289,Parkland,"$1,412,181","$653,651",46.3%,"$758,530",53.7%
290,Just a Sigh,"$1,406,331","$75,531",5.4%,"$1,330,800",94.6%
291,The Ultimate Life,"$1,327,841","$1,327,841",100%,-,-
292,The Look of Love,"$1,318,468","$21,252",1.6%,"$1,297,216",98.4%
293,Dom Hemingway,"$1,307,599","$523,511",40%,"$784,088",60%
294,Why Don't You Play in Hell?,"$1,265,872","$28,534",2.3%,"$1,237,338",97.7%
295,For a Woman,"$1,252,416","$32,286",2.6%,"$1,220,130",97.4%
296,Demi-soeur,"$1,251,642",$943,<0.1%,"$1,250,699",99.9%
297,The Revolution Has Begun,"$1,223,419","$738,525",60.4%,"$484,894",39.6%
298,Ilo Ilo,"$1,216,181","$56,773",4.7%,"$1,159,408",95.3%
299,Inequality for All,"$1,205,273","$1,205,273",100%,-,-
300,Phantom,"$1,197,759","$1,034,589",86.4%,"$163,170",13.6%
301,Raanjhanaa,"$1,171,761","$903,232",77.1%,"$268,529",22.9%
302,Stranger by the Lake,"$1,131,241","$325,196",28.7%,"$806,045",71.3%
303,In the Name Of,"$1,127,938","$9,883",0.9%,"$1,118,055",99.1%
304,The Selfish Giant,"$1,114,027","$12,189",1.1%,"$1,101,838",98.9%
305,Killing Season,"$1,071,322","$39,881",3.7%,"$1,031,441",96.3%
306,Borgman,"$1,052,010","$57,474",5.5%,"$994,536",94.5%
307,No One Lives,"$1,048,704","$74,918",7.1%,"$973,786",92.9%
308,Ain't Them Bodies Saints,"$1,031,243","$396,519",38.5%,"$634,724",61.5%
309,Child's Pose,"$994,126","$97,170",9.8%,"$896,956",90.2%
310,Labyrinth 2018 Re-release,"$993,336","$993,336",100%,-,-
311,Mr. Pip,"$977,855","$1,714",0.2%,"$976,141",99.8%
312,Stuck in Love.,"$977,671","$81,071",8.3%,"$896,600",91.7%
313,How I Live Now,"$925,762","$60,213",6.5%,"$865,549",93.5%
314,Generation Iron,"$901,649","$849,521",94.2%,"$52,128",5.8%
315,Alone Yet Not Alone,"$887,851","$887,851",100%,-,-
316,A Touch of Sin,"$854,891","$154,120",18%,"$700,771",82%
317,Hôtel Normandy,"$836,709","$4,640",0.6%,"$832,069",99.4%
318,Byzantium,"$828,284","$89,237",10.8%,"$739,047",89.2%
319,Age of Uprising: The Legend of Michael Kohlhaas,"$813,550","$3,313",0.4%,"$810,237",99.6%
320,V/H/S/2,"$805,574","$21,833",2.7%,"$783,741",97.3%
321,Lootera,"$789,671","$581,813",73.7%,"$207,858",26.3%
322,Grand Masti,"$770,535","$413,903",53.7%,"$356,632",46.3%
323,Arthur Newman,"$747,140","$207,853",27.8%,"$539,287",72.2%
324,Bullett Raja,"$725,588",-,-,"$725,588",100%
325,The Act of Killing,"$722,714","$486,919",67.4%,"$235,795",32.6%
326,Passion,"$713,616","$92,181",12.9%,"$621,435",87.1%
327,Shootout at Wadala,"$711,366","$369,573",52%,"$341,793",48%
328,Muscle Shoals,"$709,415","$696,241",98.1%,"$13,174",1.9%
329,Paris Countdown,"$708,757","$1,055",0.1%,"$707,702",99.9%
330,Gori Tere Pyaar Mein!,"$708,440","$342,184",48.3%,"$366,256",51.7%
331,The Lost Medallion: The Adventures of Billy Stone,"$705,854","$549,632",77.9%,"$156,222",22.1%
332,56 Up,"$701,278","$701,278",100%,-,-
333,The Congress 2013 Re-release,"$695,131","$137,815",19.8%,"$557,316",80.2%
334,I Spit on Your Grave 2,"$678,604",$809,0.1%,"$677,795",99.9%
