Rank,Release Group,Worldwide,Domestic,%,Foreign,%
158,Jo Nesbø's Headhunters,"$18,962,444","$1,200,010",6.3%,"$17,762,434",93.7%
159,Pina,"$18,705,853","$3,524,826",18.8%,"$15,181,027",81.2%
160,Glee: The 3D Concert Movie,"$18,663,238","$11,862,398",63.6%,"$6,800,840",36.4%
161,We Have a Pope,"$17,877,523","$548,115",3.1%,"$17,329,408",96.9%
162,Melancholia,"$17,039,814","$3,030,848",17.8%,"$14,008,966",82.2%
163,Delhi Belly,"$16,706,074","$1,532,594",9.2%,"$15,173,480",90.8%
164,Mai wei,"$16,653,488","$70,177",0.4%,"$16,583,311",99.6%
165,Judy Moody and the Not Bummer Summer,"$15,691,640","$15,013,650",95.7%,"$677,990",4.3%
166,The Conspirator,"$15,623,183","$11,538,204",73.9%,"$4,084,979",26.1%
167,Anonymous,"$15,395,087","$4,463,292",29%,"$10,931,795",71%
168,War of the Buttons,"$15,082,409","$47,771",0.3%,"$15,034,638",99.7%
169,Beginners,"$14,311,701","$5,790,894",40.5%,"$8,520,807",59.5%
170,Seeking Justice,"$14,089,528","$411,746",2.9%,"$13,677,782",97.1%
171,The Well Digger's Daughter,"$13,194,167","$386,368",2.9%,"$12,807,799",97.1%
172,Le Havre,"$12,959,706","$611,709",4.7%,"$12,347,997",95.3%
173,Barney's Version,"$12,104,765","$4,439,201",36.7%,"$7,665,564",63.3%
174,Mere Brother Ki Dulhan,"$11,983,381","$496,172",4.1%,"$11,487,209",95.9%
175,This Must Be the Place,"$11,928,909","$143,979",1.2%,"$11,784,930",98.8%
176,The Warring States,"$11,868,961","$68,961",0.6%,"$11,800,000",99.4%
177,Wo zhi nv ren xin,"$11,838,177","$123,526",1%,"$11,714,651",99%
178,Win Win,"$11,789,613","$10,179,275",86.3%,"$1,610,338",13.7%
179,Delicacy,"$11,597,420","$498,584",4.3%,"$11,098,836",95.7%
180,Double Dhamaal,"$11,445,869","$543,646",4.7%,"$10,902,223",95.3%
181,Snow Flower and the Secret Fan,"$11,348,205","$1,348,205",11.9%,"$10,000,000",88.1%
182,Flying Monsters 3D with David Attenborough,"$10,813,862","$5,705,874",52.8%,"$5,107,988",47.2%
183,Prom,"$10,702,246","$10,130,219",94.7%,"$572,027",5.3%
184,3-D Sex and Zen: Extreme Ecstasy,"$10,306,807","$153,215",1.5%,"$10,153,592",98.5%
185,Trespass,"$10,117,966","$24,094",0.2%,"$10,093,872",99.8%
186,Hysteria,"$9,584,256","$1,804,139",18.8%,"$7,780,117",81.2%
187,Saving Private Perez,"$9,330,465","$1,400,726",15%,"$7,929,739",85%
188,We Need to Talk About Kevin,"$9,232,318","$1,738,692",18.8%,"$7,493,626",81.2%
189,My Piece of the Pie,"$9,123,187","$6,850",<0.1%,"$9,116,337",99.9%
190,Murder 2,"$9,078,349","$59,000",0.6%,"$9,019,349",99.4%
191,Reservation,"$8,726,551","$651,096",7.5%,"$8,075,455",92.5%
192,My Worst Nightmare,"$8,226,544","$21,952",0.3%,"$8,204,592",99.7%
193,Cave of Forgotten Dreams,"$8,183,347","$5,304,920",64.8%,"$2,878,427",35.2%
194,The Big Year,"$8,179,416","$7,204,138",88.1%,"$975,278",11.9%
195,The Company Men,"$8,087,000","$4,441,272",54.9%,"$3,645,728",45.1%
196,The Lady,"$7,832,142","$355,391",4.5%,"$7,476,751",95.5%
197,Cedar Rapids,"$7,728,936","$6,861,102",88.8%,"$867,834",11.2%
198,Kevin Hart: Laugh at My Pain,"$7,706,436","$7,706,436",100%,-,-
199,Declaration of War,"$7,691,610","$59,100",0.8%,"$7,632,510",99.2%
200,Fullmetal Alchemist: The Sacred Star of Milos,"$7,621,364","$177,802",2.3%,"$7,443,562",97.7%
201,Take Me Home Tonight,"$7,550,073","$6,928,068",91.8%,"$622,005",8.2%
202,Albert Nobbs,"$7,532,259","$3,014,696",40%,"$4,517,563",60%
203,Where Do We Go Now?,"$7,507,008","$531,997",7.1%,"$6,975,011",92.9%
204,Even the Rain,"$7,313,485","$518,017",7.1%,"$6,795,468",92.9%
205,The Beaver,"$7,294,800","$970,816",13.3%,"$6,323,984",86.7%
206,Incendies,"$7,099,598","$2,071,334",29.2%,"$5,028,264",70.8%
207,The Kid with a Bike,"$7,011,798","$1,470,000",21%,"$5,541,798",79%
208,11-11-11,"$6,963,872","$32,771",0.5%,"$6,931,101",99.5%
209,Don 2,"$6,913,518","$3,680,306",53.2%,"$3,233,212",46.8%
210,The Awakening,"$6,879,667","$209,696",3%,"$6,669,971",97%
211,A Little Bit of Heaven,"$6,778,388","$15,375",0.2%,"$6,763,013",99.8%
212,The Conquest,"$6,637,166","$74,474",1.1%,"$6,562,692",98.9%
213,Attack the Block,"$6,206,022","$1,024,175",16.5%,"$5,181,847",83.5%
214,Dylan Dog: Dead of Night,"$5,782,515","$1,186,538",20.5%,"$4,595,977",79.5%
215,The Devil's Double,"$5,728,213","$1,361,512",23.8%,"$4,366,701",76.2%
216,Chalet Girl,"$5,468,650","$1,710",<0.1%,"$5,466,940",100%
217,Thank You,"$5,452,347","$463,540",8.5%,"$4,988,807",91.5%
218,Hara-Kiri: Death of a Samurai,"$5,435,358","$75,688",1.4%,"$5,359,670",98.6%
219,Intruders,"$5,348,049","$69,136",1.3%,"$5,278,913",98.7%
220,Force,"$5,310,437",-,-,"$5,310,437",100%
221,Zindagi Na Milegi Dobara,"$5,192,743","$3,108,485",59.9%,"$2,084,258",40.1%
222,Oranges and Sunshine,"$5,017,653","$143,480",2.9%,"$4,874,173",97.1%
223,Martha Marcy May Marlene,"$4,778,439","$2,990,625",62.6%,"$1,787,814",37.4%
224,The Double,"$4,729,855","$137,921",2.9%,"$4,591,934",97.1%
225,Warriors of the Rainbow: Seediq Bale I,"$4,670,432","$136,166",2.9%,"$4,534,266",97.1%
226,Atlas Shrugged: Part I,"$4,627,375","$4,627,375",100%,-,-
227,Simon and the Oaks,"$4,505,573","$150,664",3.3%,"$4,354,909",96.7%
228,Rundskop,"$4,483,147","$151,840",3.4%,"$4,331,307",96.6%
229,Flypaper,"$4,453,634","$5,043",0.1%,"$4,448,591",99.9%
230,Buck,"$4,448,728","$4,038,912",90.8%,"$409,816",9.2%
231,Seven Days in Utopia,"$4,373,074","$4,373,074",100%,-,-
232,There Be Dragons,"$4,372,642","$1,069,334",24.5%,"$3,303,308",75.5%
233,The Rabbi's Cat,"$4,208,573","$23,392",0.6%,"$4,185,181",99.4%
234,From Prada to Nada,"$4,058,694","$3,033,623",74.7%,"$1,025,071",25.3%
235,Seven Sins Forgiven,"$3,924,850","$270,207",6.9%,"$3,654,643",93.1%
236,Submarine,"$3,875,173","$467,602",12.1%,"$3,407,571",87.9%
237,The Trip,"$3,741,198","$2,030,962",54.3%,"$1,710,236",45.7%
238,Take Shelter,"$3,741,098","$1,730,296",46.3%,"$2,010,802",53.7%
239,Like Crazy,"$3,731,489","$3,395,391",91%,"$336,098",9%
240,1911,"$3,680,151","$135,739",3.7%,"$3,544,412",96.3%
241,Special Forces,"$3,424,648","$10,759",0.3%,"$3,413,889",99.7%
242,The King's Speech PG-13 Version,"$3,375,215","$3,344,306",99.1%,"$30,909",0.9%
243,Machine Gun Preacher,"$3,338,690","$538,690",16.1%,"$2,800,000",83.9%
244,Flying Swords of Dragon Gate,"$3,323,381","$170,276",5.1%,"$3,153,105",94.9%
245,Chicken with Plums,"$3,265,941","$253,874",7.8%,"$3,012,067",92.2%
246,Pastorela,"$3,179,022","$161,194",5.1%,"$3,017,828",94.9%
247,The Deep Blue Sea,"$3,115,609","$1,126,525",36.2%,"$1,989,084",63.8%
248,Mumbai Diaries,"$3,082,958","$576,639",18.7%,"$2,506,319",81.3%
249,The Greatest Miracle,"$3,019,382","$555,166",18.4%,"$2,464,216",81.6%
250,Brighton Rock,"$2,913,599","$229,653",7.9%,"$2,683,946",92.1%
251,Starbuck,"$2,865,068","$340,058",11.9%,"$2,525,010",88.1%
252,The Salt of Life,"$2,850,852","$317,405",11.1%,"$2,533,447",88.9%
253,Everything Must Go,"$2,820,490","$2,711,643",96.1%,"$108,847",3.9%
254,The Cup,"$2,660,645",-,-,"$2,660,645",100%
255,Bucky Larson: Born to Be a Star,"$2,530,394","$2,529,395",100%,$999,<0.1%
256,Restless,"$2,518,012","$163,265",6.5%,"$2,354,747",93.5%
257,Footnote,"$2,451,259","$2,007,758",81.9%,"$443,501",18.1%
258,The Grace Card,"$2,430,735","$2,430,735",100%,-,-
259,I Wish,"$2,371,548","$145,808",6.1%,"$2,225,740",93.9%
260,Desi Boyz,"$2,355,293","$1,078,826",45.8%,"$1,276,467",54.2%
261,Terraferma,"$2,343,302","$19,996",0.9%,"$2,323,306",99.1%
262,Elena,"$2,227,905","$233,380",10.5%,"$1,994,525",89.5%
263,Bill Cunningham: New York,"$2,210,382","$1,510,026",68.3%,"$700,356",31.7%
264,Henry's Crime,"$2,169,799","$102,541",4.7%,"$2,067,258",95.3%
265,The Eye of the Storm,"$2,104,689","$83,566",4%,"$2,021,123",96%
266,Once Upon a Time in Anatolia,"$2,099,472","$152,408",7.3%,"$1,947,064",92.7%
267,"The Butcher, the Chef, and the Swordsman","$2,089,266","$47,896",2.3%,"$2,041,370",97.7%
268,Beloved,"$1,971,858","$137,515",7%,"$1,834,343",93%
269,Another Earth,"$1,938,783","$1,321,194",68.1%,"$617,589",31.9%
270,The Art of Getting By,"$1,892,130","$1,430,241",75.6%,"$461,889",24.4%
271,The Mighty Macs,"$1,891,936","$1,891,936",100%,-,-
272,Red Lips,"$1,889,869","$136,163",7.2%,"$1,753,706",92.8%
273,Red State,"$1,874,460","$1,104,682",58.9%,"$769,778",41.1%
274,The Whistleblower,"$1,870,392","$1,124,966",60.1%,"$745,426",39.9%
275,A Better Life,"$1,863,506","$1,759,252",94.4%,"$104,254",5.6%
276,The Monk,"$1,809,527","$13,472",0.7%,"$1,796,055",99.3%
277,Game,"$1,764,828","$139,528",7.9%,"$1,625,300",92.1%
278,Tales of the Night,"$1,762,194","$10,975",0.6%,"$1,751,219",99.4%
279,"Turn Me On, Dammit!","$1,743,743","$126,085",7.2%,"$1,617,658",92.8%
280,Wuthering Heights,"$1,742,215","$100,915",5.8%,"$1,641,300",94.2%
281,The Hunter,"$1,680,778","$176,669",10.5%,"$1,504,109",89.5%
282,Vanishing on 7th Street,"$1,671,196","$22,729",1.4%,"$1,648,467",98.6%
283,Rockstar,"$1,651,601","$986,697",59.7%,"$664,904",40.3%
284,Crazy Mad Lover,"$1,597,269","$993,031",62.2%,"$604,238",37.8%
285,I Am,"$1,591,034","$1,591,034",100%,-,-
286,Take a Shot,"$1,508,912","$564,489",37.4%,"$944,423",62.6%
287,Mausam,"$1,473,341","$728,316",49.4%,"$745,025",50.6%
288,Violeta Went to Heaven,"$1,466,032","$21,496",1.5%,"$1,444,536",98.5%
289,Tomboy,"$1,437,501","$129,834",9%,"$1,307,667",91%
290,Black Butterflies,"$1,416,573",-,-,"$1,416,573",100%
291,"Oslo, August 31st","$1,386,378","$101,475",7.3%,"$1,284,903",92.7%
292,House of Tolerance,"$1,384,443","$19,327",1.4%,"$1,365,116",98.6%
293,A Good Old Fashioned Orgy,"$1,369,485","$200,227",14.6%,"$1,169,258",85.4%
294,The Oscar Nominated Short Films 2011: Live Action,"$1,352,152","$1,352,152",100%,-,-
295,Unforgivable,"$1,351,146","$154,189",11.4%,"$1,196,957",88.6%
296,The Snowtown Murders,"$1,349,387","$8,452",0.6%,"$1,340,935",99.4%
297,Texas Killing Fields,"$1,271,319","$45,469",3.6%,"$1,225,850",96.4%
298,The Ledge,"$1,247,188","$9,216",0.7%,"$1,237,972",99.3%
299,Casablanca 2011 Re-release,"$1,226,808","$1,155,330",94.2%,"$71,478",5.8%
300,Meek's Cutoff,"$1,205,257","$977,772",81.1%,"$227,485",18.9%
301,In the Land of Blood and Honey,"$1,203,699","$303,877",25.2%,"$899,822",74.8%
302,"Beats, Rhymes & Life: The Travels of A Tribe Called Quest","$1,200,326","$1,200,326",100%,-,-
303,The First Grader,"$1,194,710","$332,000",27.8%,"$862,710",72.2%
304,Free Men,"$1,192,651","$53,810",4.5%,"$1,138,841",95.5%
305,Kill the Irishman,"$1,188,194","$1,188,194",100%,-,-
306,Weekend,"$1,128,477","$484,592",42.9%,"$643,885",57.1%
307,The Mill and the Cross,"$1,116,180","$312,187",28%,"$803,993",72%
308,The Heart Specialist,"$1,103,037","$1,103,037",100%,-,-
309,The Son of No One,"$1,091,132","$30,680",2.8%,"$1,060,452",97.2%
310,Page One: Inside the New York Times,"$1,077,982","$1,067,028",99%,"$10,954",1%
311,Sidewalls,"$1,008,116","$2,377",0.2%,"$1,005,739",99.8%
312,Blackthorn,"$987,883","$200,558",20.3%,"$787,325",79.7%
313,The Road,"$942,041","$92,476",9.8%,"$849,565",90.2%
314,Perfect Sense,"$933,352","$2,959",0.3%,"$930,393",99.7%
315,Sholem Aleichem: Laughing in the Darkness,"$906,666","$906,666",100%,-,-
316,The Future,"$887,172","$568,662",64.1%,"$318,510",35.9%
317,Always Kabhi Kabhi,"$884,624","$21,381",2.4%,"$863,243",97.6%
318,Happythankyoumoreplease,"$853,862","$216,110",25.3%,"$637,752",74.7%
319,Higher Ground 2011 Re-release,"$843,370","$841,733",99.8%,"$1,637",0.2%
320,Children's Party,"$832,150","$6,330",0.8%,"$825,820",99.2%
321,The Lord of the Rings: The Return of the King 2011 Re-release,"$818,580","$818,580",100%,-,-
322,Breathing,"$807,436","$4,630",0.6%,"$802,806",99.4%
323,Pariah,"$769,552","$769,552",100%,-,-
324,The Lord of the Rings: The Fellowship of the Ring 2011 Re-release,"$768,580","$768,580",100%,-,-
325,The Lord of the Rings: The Two Towers 2011 Re-release,"$764,607","$764,607",100%,-,-
326,Hobo with a Shotgun,"$748,453","$703,372",94%,"$45,081",6%
327,Forks Over Knives,"$739,561","$739,561",100%,-,-
328,Tabloid,"$731,925","$696,921",95.2%,"$35,004",4.8%
329,Singham,"$722,451","$350,864",48.6%,"$371,587",51.4%
330,Gerhard Richter Painting,"$713,188","$242,646",34%,"$470,542",66%
331,The Polar Express 2011 IMAX Release,"$711,168","$711,168",100%,-,-
332,The Greatest Movie Ever Sold,"$698,249","$638,476",91.4%,"$59,773",8.6%
